-------------------------------------------------------------------------
GoodLeaf Tray:	            Time: 	                    Operator ID:    |
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:25	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:25	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:25	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:25	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:25	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:26	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:26	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:26	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:26	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:26	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:26	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:26	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:26	Operator ID: 0109
GoodLeaf Tray:6630860161944	Time: 2022-08-01 11:50:26	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:26	Operator ID: 0109
GoodLeaf Tray:6630860161944	Time: 2022-08-01 11:50:26	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:26	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:26	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:26	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:27	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:28	Operator ID: 0109
GoodLeaf Tray:6630860161944	Time: 2022-08-01 11:50:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:28	Operator ID: 0109
GoodLeaf Tray:6630860161944	Time: 2022-08-01 11:50:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:28	Operator ID: 0109
GoodLeaf Tray:6630860161944	Time: 2022-08-01 11:50:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:28	Operator ID: 0109
GoodLeaf Tray:6630860161944	Time: 2022-08-01 11:50:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:28	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:29	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:29	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:29	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:29	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:29	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:29	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:29	Operator ID: 0109
GoodLeaf Tray:0638060161944	Time: 2022-08-01 11:50:29	Operator ID: 0109
